name,url,create_time,spider_time,title,time,release_date,intro,genres,directors,writers,stars,actors
Carmen Miranda: Bananas Is My Business (1994),https://www.imdb.com/title/tt0109381/?ref_=fn_al_tt_1,2023-03-13 17:01:54.065185,2023-03-14 05:36:29.124322,Carmen Miranda: Bananas Is My Business,1 hour 31 minutes,"April 13, 1995 ",,Documentary|Biography|Music,Helena Solberg,Helena Solberg|Helena Solberg|Helena Solberg,,Helena Solberg|Eric Barreto|Cynthia Adler|Helena Solberg|Eric Barreto|Cynthia Adler|Helena Solberg|Eric Barreto|Cynthia Adler|Helena Solberg|Eric Barreto|Cynthia Adler
Ashes of Time (1994),https://www.imdb.com/title/tt0109688/?ref_=fn_al_tt_1,2023-03-13 17:01:56.224002,2023-03-14 05:36:37.908093,Ashes of Time,1 hour 40 minutes,"September 17, 1994 ",,Action|Drama,Kar-Wai Wong,Louis Cha|Kar-Wai Wong|Louis Cha|Kar-Wai Wong|Louis Cha|Kar-Wai Wong|Louis Cha|Kar-Wai Wong|Louis Cha|Kar-Wai Wong|Louis Cha|Kar-Wai Wong,,Brigitte Lin|Maggie Cheung|Leslie Cheung|Brigitte Lin|Maggie Cheung|Leslie Cheung|Brigitte Lin|Maggie Cheung|Leslie Cheung|Brigitte Lin|Maggie Cheung|Leslie Cheung
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",https://www.imdb.com/title/tt0116833/?ref_=fn_al_tt_1,2023-03-13 17:02:11.100358,2023-03-14 05:36:46.655745,The Last of the High Kings,1 hour 43 minutes,"April 10, 1998 ",,Comedy|Drama,David Keating,Gabriel Byrne|David Keating|Ferdia MacAnna|Gabriel Byrne|David Keating|Ferdia MacAnna|Gabriel Byrne|David Keating|Ferdia MacAnna|Gabriel Byrne|David Keating|Ferdia MacAnna|Gabriel Byrne|David Keating|Ferdia MacAnna|Gabriel Byrne|David Keating|Ferdia MacAnna,,Catherine O'Hara|Jared Leto|Christina Ricci|Catherine O'Hara|Jared Leto|Christina Ricci|Catherine O'Hara|Jared Leto|Christina Ricci|Catherine O'Hara|Jared Leto|Christina Ricci
"Grass Harp, The (1995)",https://www.imdb.com/title/tt0113211/?ref_=fn_al_tt_1,2023-03-13 17:02:13.247793,2023-03-14 05:36:55.256761,The Grass Harp,1 hour 47 minutes,"October 11, 1996 ",,Comedy|Drama,Charles Matthau,Truman Capote|Stirling Silliphant|Kirk Ellis|Truman Capote|Stirling Silliphant|Kirk Ellis|Truman Capote|Stirling Silliphant|Kirk Ellis|Truman Capote|Stirling Silliphant|Kirk Ellis|Truman Capote|Stirling Silliphant|Kirk Ellis|Truman Capote|Stirling Silliphant|Kirk Ellis,,Piper Laurie|Sissy Spacek|Walter Matthau|Piper Laurie|Sissy Spacek|Walter Matthau|Piper Laurie|Sissy Spacek|Walter Matthau|Piper Laurie|Sissy Spacek|Walter Matthau
Someone Else's America (1995),https://www.imdb.com/title/tt0114494/?ref_=fn_al_tt_1,2023-03-13 17:02:15.412277,2023-03-14 05:37:03.695782,Someone Else's America,1 hour 36 minutes,"May 10, 1996 ",,Comedy|Drama,Goran Paskaljevic,Gordan Mihic|Mary Popovic|David Rose|Gordan Mihic|Mary Popovic|David Rose|Gordan Mihic|Mary Popovic|David Rose|Gordan Mihic|Mary Popovic|David Rose|Gordan Mihic|Mary Popovic|David Rose|Gordan Mihic|Mary Popovic|David Rose,,Tom Conti|Predrag 'Miki' Manojlovic|María Casares|Tom Conti|Predrag 'Miki' Manojlovic|María Casares|Tom Conti|Predrag 'Miki' Manojlovic|María Casares|Tom Conti|Predrag 'Miki' Manojlovic|María Casares
Marlene Dietrich: Shadow and Light (1996),https://www.imdb.com/title/tt0116992/?ref_=fn_al_tt_1,2023-03-13 17:02:17.629851,2023-03-14 05:37:11.297570,Marlene Dietrich: Shadow and Light,52 minutes,"April 2, 1996 ",,Documentary,Chris Hunt,,,Marlene Dietrich|Maria Riva|David Riva|Marlene Dietrich|Maria Riva|David Riva|Marlene Dietrich|Maria Riva|David Riva|Marlene Dietrich|Maria Riva|David Riva
Costa Brava (1946),https://www.imdb.com/title/tt0038426/?ref_=fn_al_tt_1,2023-03-13 17:02:19.775663,2023-03-14 05:37:18.641351,Costa Brava,1 hour 17 minutes,,,,Julio de Fleischner,José María Alonso Pesquera|Ricardo del Mazo|José María Alonso Pesquera|Ricardo del Mazo|José María Alonso Pesquera|Ricardo del Mazo|José María Alonso Pesquera|Ricardo del Mazo|José María Alonso Pesquera|Ricardo del Mazo|José María Alonso Pesquera|Ricardo del Mazo,,Arturo Cámara|Silvia Morgan|Juan Muñiz|Arturo Cámara|Silvia Morgan|Juan Muñiz|Arturo Cámara|Silvia Morgan|Juan Muñiz|Arturo Cámara|Silvia Morgan|Juan Muñiz
"Vie est belle, La (Life is Rosey) (1987)",https://www.imdb.com/title/tt0094265/?ref_=fn_al_tt_1,2023-03-13 17:02:21.955272,2023-03-14 05:37:26.412269,Life Is Rosy,1 hour 20 minutes,"June 15, 1988 ",,Comedy|Drama|Musical,Benoît Lamy|Mweze Ngangura,Benoît Lamy|Maryse León García|Mweze Ngangura|Benoît Lamy|Maryse León García|Mweze Ngangura|Benoît Lamy|Maryse León García|Mweze Ngangura|Benoît Lamy|Maryse León García|Mweze Ngangura|Benoît Lamy|Maryse León García|Mweze Ngangura|Benoît Lamy|Maryse León García|Mweze Ngangura,,Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia|Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia|Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia|Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia
Quartier Mozart (1992),https://www.imdb.com/title/tt0105201/?ref_=fn_al_tt_1,2023-03-13 17:02:24.095756,2023-03-14 05:37:33.735916,Quartier Mozart,1 hour 20 minutes,"March 21, 1994 ",,Comedy,Jean-Pierre Bekolo,Jean-Pierre Bekolo|Jean-Pierre Bekolo|Jean-Pierre Bekolo,,Serge Amougou|Saïdou Abatcha|Timoléon Luc Boyogueno|Serge Amougou|Saïdou Abatcha|Timoléon Luc Boyogueno|Serge Amougou|Saïdou Abatcha|Timoléon Luc Boyogueno|Serge Amougou|Saïdou Abatcha|Timoléon Luc Boyogueno
Touki Bouki (Journey of the Hyena) (1973),https://www.imdb.com/title/tt0070820/?ref_=fn_al_tt_1,2023-03-13 17:02:26.280825,2023-03-14 05:37:41.930729,Journey of the Hyena,1 hour 25 minutes,"October 21, 1976 ",,Drama,Djibril Diop Mambéty,Djibril Diop Mambéty|Djibril Diop Mambéty|Djibril Diop Mambéty,,Magaye Niang|Myriam Niang|Christoph Colomb|Magaye Niang|Myriam Niang|Christoph Colomb|Magaye Niang|Myriam Niang|Christoph Colomb|Magaye Niang|Myriam Niang|Christoph Colomb
Spirits of the Dead (Tre Passi nel Delirio) (1968),https://www.imdb.com/title/tt0063715/?ref_=fn_al_tt_1,2023-03-13 17:02:41.139615,2023-03-14 05:37:50.287114,Spirits of the Dead,2 hours 1 minute,"July 23, 1969 ",,Drama|Horror|Mystery,Federico Fellini|Louis Malle|Roger Vadim,Edgar Allan Poe|Roger Vadim|Pascal Cousin|Edgar Allan Poe|Roger Vadim|Pascal Cousin|Edgar Allan Poe|Roger Vadim|Pascal Cousin|Edgar Allan Poe|Roger Vadim|Pascal Cousin|Edgar Allan Poe|Roger Vadim|Pascal Cousin|Edgar Allan Poe|Roger Vadim|Pascal Cousin,,Jane Fonda|Brigitte Bardot|Alain Delon|Jane Fonda|Brigitte Bardot|Alain Delon|Jane Fonda|Brigitte Bardot|Alain Delon|Jane Fonda|Brigitte Bardot|Alain Delon
Babyfever (1994),https://www.imdb.com/title/tt0109191/?ref_=fn_al_tt_1,2023-03-13 17:02:43.278055,2023-03-14 05:37:58.696888,Babyfever,1 hour 49 minutes,"May 4, 1994 ",,Comedy|Drama,Victoria Foyt|Henry Jaglom,Victoria Foyt|Henry Jaglom|Victoria Foyt|Henry Jaglom|Victoria Foyt|Henry Jaglom|Victoria Foyt|Henry Jaglom|Victoria Foyt|Henry Jaglom|Victoria Foyt|Henry Jaglom,,Victoria Foyt|Matt Salinger|Frances Fisher|Victoria Foyt|Matt Salinger|Frances Fisher|Victoria Foyt|Matt Salinger|Frances Fisher|Victoria Foyt|Matt Salinger|Frances Fisher
Pharaoh's Army (1995),https://www.imdb.com/title/tt0114122/?ref_=fn_al_tt_1,2023-03-13 17:02:45.435321,2023-03-14 05:38:07.063893,Pharaoh's Army,1 hour 30 minutes,April 1995 ,,Western,Robby Henson,Robby Henson|Robby Henson|Robby Henson,,Chris Cooper|Patricia Clarkson|Kris Kristofferson|Chris Cooper|Patricia Clarkson|Kris Kristofferson|Chris Cooper|Patricia Clarkson|Kris Kristofferson|Chris Cooper|Patricia Clarkson|Kris Kristofferson
Independence Day (ID4) (1996),https://www.imdb.com/title/tt23684408/?ref_=fn_al_tt_1,2023-03-13 17:02:47.599708,2023-03-14 05:38:14.515748,Independence Day (1996) ID4,,"July 3, 2020 ",,,,,,
"Gate of Heavenly Peace, The (1995)",https://www.imdb.com/title/tt0113147/?ref_=fn_al_tt_1,2023-03-13 17:02:49.907701,2023-03-14 05:38:21.989655,The Gate of Heavenly Peace,3 hours,"April 16, 1997 ",,Documentary|News,Richard Gordon|Carma Hinton,Geramie Barmé|John Crowley|Geramie Barmé|John Crowley|Geramie Barmé|John Crowley|Geramie Barmé|John Crowley|Geramie Barmé|John Crowley|Geramie Barmé|John Crowley,,Deborah Amos|Carma Hinton|Edward Stanley|Deborah Amos|Carma Hinton|Edward Stanley|Deborah Amos|Carma Hinton|Edward Stanley|Deborah Amos|Carma Hinton|Edward Stanley
An Unforgettable Summer (1994),https://www.imdb.com/title/tt0111546/?ref_=fn_al_tt_1,2023-03-13 17:03:04.853419,2023-03-14 05:38:30.190319,Un été inoubliable,1 hour 22 minutes,"November 11, 1994 ",,Drama|Romance|War,Lucian Pintilie,Lucian Pintilie|Petru Dumitriu|Lucian Pintilie|Petru Dumitriu|Lucian Pintilie|Petru Dumitriu|Lucian Pintilie|Petru Dumitriu|Lucian Pintilie|Petru Dumitriu|Lucian Pintilie|Petru Dumitriu,,Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache|Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache|Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache|Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",https://www.imdb.com/title/tt0113610/?ref_=fn_al_tt_1,2023-03-13 17:03:07.084034,2023-03-14 05:38:38.110138,"The Last Klezmer: Leopold Kozlowski, His Life and Music",1 hour 25 minutes,April 1994 ,,Documentary|Music,Yale Strom,,,Leopold Kozlowski|Leopold Kozlowski
"Hungarian Fairy Tale, A (1987)",https://www.imdb.com/title/tt0093199/?ref_=fn_al_tt_1,2023-03-13 17:03:09.245393,2023-03-14 05:38:46.429210,A Hungarian Fairy Tale,1 hour 37 minutes,"December 28, 1988 ",,Fantasy,Gyula Gazdag,Gyula Gazdag|Miklós Györffy|Gyula Gazdag|Miklós Györffy|Gyula Gazdag|Miklós Györffy|Gyula Gazdag|Miklós Györffy|Gyula Gazdag|Miklós Györffy|Gyula Gazdag|Miklós Györffy,,Dávid Vermes|Pál Hetényi|Frantisek Husák|Dávid Vermes|Pál Hetényi|Frantisek Husák|Dávid Vermes|Pál Hetényi|Frantisek Husák|Dávid Vermes|Pál Hetényi|Frantisek Husák
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),https://www.imdb.com/title/tt0106810/?ref_=fn_al_tt_1,2023-03-13 17:03:11.504087,2023-03-14 05:38:54.406062,En compagnie d'Antonin Artaud,1 hour 30 minutes,November 1995 ,,Biography|Drama,Gérard Mordillat,Gérard Mordillat|Jacques Prevel|Jérôme Prieur|Gérard Mordillat|Jacques Prevel|Jérôme Prieur|Gérard Mordillat|Jacques Prevel|Jérôme Prieur|Gérard Mordillat|Jacques Prevel|Jérôme Prieur|Gérard Mordillat|Jacques Prevel|Jérôme Prieur|Gérard Mordillat|Jacques Prevel|Jérôme Prieur,,Sami Frey|Marc Barbé|Julie Jézéquel|Sami Frey|Marc Barbé|Julie Jézéquel|Sami Frey|Marc Barbé|Julie Jézéquel|Sami Frey|Marc Barbé|Julie Jézéquel
Midnight Dancers (Sibak) (1994),https://www.imdb.com/title/tt0111180/?ref_=fn_al_tt_1,2023-03-13 17:03:13.722294,2023-03-14 05:39:02.729431,Midnight Dancers,1 hour 40 minutes,"September 28, 1995 ",,Crime|Drama,Mel Chionglo,Ricardo Lee|Ricardo Lee|Ricardo Lee,,Alex Del Rosario|Gandong Cervantes|Lawrence David|Alex Del Rosario|Gandong Cervantes|Lawrence David|Alex Del Rosario|Gandong Cervantes|Lawrence David|Alex Del Rosario|Gandong Cervantes|Lawrence David
"Very Natural Thing, A (1974)",https://www.imdb.com/title/tt0072362/?ref_=fn_al_tt_1,2023-03-13 17:03:15.874825,2023-03-14 05:39:11.018032,A Very Natural Thing,1 hour 20 minutes,"January 28, 1976 ",,Drama|Romance,Christopher Larkin,Joseph Coencas|Christopher Larkin|Joseph Coencas|Christopher Larkin|Joseph Coencas|Christopher Larkin|Joseph Coencas|Christopher Larkin|Joseph Coencas|Christopher Larkin|Joseph Coencas|Christopher Larkin,,Robert McLane|Curt Gareth|Bo White|Robert McLane|Curt Gareth|Bo White|Robert McLane|Curt Gareth|Bo White|Robert McLane|Curt Gareth|Bo White
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",https://www.imdb.com/title/tt0114266/?ref_=fn_al_tt_1,2023-03-13 17:03:30.871192,2023-03-14 05:39:19.420895,Rendez-vous in Paris,1 hour 38 minutes,"June 28, 1996 ",,Comedy|Romance,Éric Rohmer,Éric Rohmer|Éric Rohmer|Éric Rohmer,,Clara Bellar|Antoine Basler|Mathias Mégard|Clara Bellar|Antoine Basler|Mathias Mégard|Clara Bellar|Antoine Basler|Mathias Mégard|Clara Bellar|Antoine Basler|Mathias Mégard
"Bewegte Mann, Der (1994)",https://www.imdb.com/title/tt18757264/?ref_=fn_al_tt_1,2023-03-13 17:03:33.082264,2023-03-14 05:39:27.373678,334: Zahn um Zahn (1985) & Der bewegte Mann (1994),,"January 24, 2020 ",,,,,,
Magic Hunter (1994),https://www.imdb.com/title/tt0109356/?ref_=fn_al_tt_1,2023-03-13 17:03:35.224352,2023-03-14 05:39:35.301243,Büvös vadász,1 hour 46 minutes,"June 21, 1996 ",,Drama|Fantasy,Ildikó Enyedi,László B. Révész|Ildikó Enyedi|László B. Révész|Ildikó Enyedi|László B. Révész|Ildikó Enyedi|László B. Révész|Ildikó Enyedi|László B. Révész|Ildikó Enyedi|László B. Révész|Ildikó Enyedi,,Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy|Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy|Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy|Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy
"Boy Called Hate, A (1995)",https://www.imdb.com/title/tt0112568/?ref_=fn_al_tt_1,2023-03-13 17:03:37.381313,2023-03-14 05:39:43.078172,A Boy Called Hate,1 hour 37 minutes,"May 22, 1996 ",,Crime|Drama|Romance,Mitch Marcus,Mitch Marcus|Mitch Marcus|Mitch Marcus,,Scott Caan|Lee Nashold|Kevin Michael Richardson|Scott Caan|Lee Nashold|Kevin Michael Richardson|Scott Caan|Lee Nashold|Kevin Michael Richardson|Scott Caan|Lee Nashold|Kevin Michael Richardson
Power 98 (1995),https://www.imdb.com/title/tt0114170/?ref_=fn_al_tt_1,2023-03-13 17:03:39.528810,2023-03-14 05:39:51.832508,Power 98,1 hour 29 minutes,"May 17, 1996 ",,Action|Mystery|Thriller,Jaime Hellman,Jaime Hellman|Jaime Hellman|Jaime Hellman,,Eric Roberts|Lisa Thornhill|Jason Gedrick|Eric Roberts|Lisa Thornhill|Jason Gedrick|Eric Roberts|Lisa Thornhill|Jason Gedrick|Eric Roberts|Lisa Thornhill|Jason Gedrick
Two Deaths (1995),https://www.imdb.com/title/tt0117999/?ref_=fn_al_tt_1,2023-03-13 17:03:41.675707,2023-03-14 05:40:00.246120,Two Deaths,1 hour 39 minutes,"May 24, 1996 ",,Drama|War,Nicolas Roeg,Stephen Dobyns|Allan Scott|Stephen Dobyns|Allan Scott|Stephen Dobyns|Allan Scott|Stephen Dobyns|Allan Scott|Stephen Dobyns|Allan Scott|Stephen Dobyns|Allan Scott,,Sonia Braga|Patrick Malahide|Ion Caramitru|Sonia Braga|Patrick Malahide|Ion Caramitru|Sonia Braga|Patrick Malahide|Ion Caramitru|Sonia Braga|Patrick Malahide|Ion Caramitru
Stefano Quantestorie (1993),https://www.imdb.com/title/tt0108220/?ref_=fn_al_tt_1,2023-03-13 17:03:43.838591,2023-03-14 05:40:08.384080,Stefano Quantestorie,1 hour 32 minutes,"February 5, 1993 ",,Comedy|Drama,Maurizio Nichetti,Maurizio Nichetti|Laura Fischetto|Maurizio Nichetti|Laura Fischetto|Maurizio Nichetti|Laura Fischetto|Maurizio Nichetti|Laura Fischetto|Maurizio Nichetti|Laura Fischetto|Maurizio Nichetti|Laura Fischetto,,Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli|Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli|Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli|Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli
"Death in the Garden (Mort en ce jardin, La) (1956)",https://www.imdb.com/title/tt0049521/?ref_=fn_al_tt_1,2023-03-13 17:03:46.037492,2023-03-14 05:40:16.772339,Death in the Garden,1 hour 44 minutes,"September 21, 1956 ",,Adventure|Crime|Drama,Luis Buñuel,Luis Alcoriza|Luis Buñuel|Raymond Queneau|Luis Alcoriza|Luis Buñuel|Raymond Queneau|Luis Alcoriza|Luis Buñuel|Raymond Queneau|Luis Alcoriza|Luis Buñuel|Raymond Queneau|Luis Alcoriza|Luis Buñuel|Raymond Queneau|Luis Alcoriza|Luis Buñuel|Raymond Queneau,,Simone Signoret|Georges Marchal|Charles Vanel|Simone Signoret|Georges Marchal|Charles Vanel|Simone Signoret|Georges Marchal|Charles Vanel|Simone Signoret|Georges Marchal|Charles Vanel
"Crude Oasis, The (1995)",https://www.imdb.com/title/tt0112746/?ref_=fn_al_tt_1,2023-03-13 17:03:48.196592,2023-03-14 05:40:24.661858,The Crude Oasis,1 hour 21 minutes,"July 7, 1995 ",,Drama|Romance|Thriller,Alex Graves,Alex Graves|Alex Graves|Alex Graves,,Jennifer Taylor|Aaron Shields|Robert Peterson|Jennifer Taylor|Aaron Shields|Robert Peterson|Jennifer Taylor|Aaron Shields|Robert Peterson|Jennifer Taylor|Aaron Shields|Robert Peterson
Hedd Wyn (1992),https://www.imdb.com/title/tt0104403/?ref_=fn_al_tt_1,2023-03-13 17:03:50.334034,2023-03-14 05:40:33.077018,Hedd Wyn,2 hours 3 minutes,"January 12, 1996 ",,Drama|Romance|War,Paul Turner,Alan Llwyd|Alan Llwyd|Alan Llwyd,,Huw Garmon|Catrin Fychan|Ceri Cunnington|Huw Garmon|Catrin Fychan|Ceri Cunnington|Huw Garmon|Catrin Fychan|Ceri Cunnington|Huw Garmon|Catrin Fychan|Ceri Cunnington
"Collectionneuse, La (1967)",https://www.imdb.com/title/tt0061495/?ref_=fn_al_tt_1,2023-03-13 17:03:52.499255,2023-03-14 05:40:41.576779,The Collector,1 hour 29 minutes,"March 2, 1967 ",,Comedy|Drama|Romance,Éric Rohmer,Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle,,Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle|Patrick Bauchau|Haydée Politoff|Daniel Pommereulle
Echte Kerle (1996),https://www.imdb.com/title/tt0116164/?ref_=fn_al_tt_1,2023-03-13 17:03:54.642907,2023-03-14 05:40:49.883490,Regular Guys,1 hour 42 minutes,"May 30, 1996 ",,Comedy|Crime|Romance,Rolf Silber,Rolf Silber|Rudolf Bergmann|Rolf Silber|Rudolf Bergmann|Rolf Silber|Rudolf Bergmann|Rolf Silber|Rudolf Bergmann|Rolf Silber|Rudolf Bergmann|Rolf Silber|Rudolf Bergmann,,Christoph M. Ohrt|Carin C. Tietze|Tim Bergmann|Christoph M. Ohrt|Carin C. Tietze|Tim Bergmann|Christoph M. Ohrt|Carin C. Tietze|Tim Bergmann|Christoph M. Ohrt|Carin C. Tietze|Tim Bergmann
Diebinnen (1995),https://www.imdb.com/title/tt0112865/?ref_=fn_al_tt_1,2023-03-13 17:03:56.780843,2023-03-14 05:40:57.456232,Diebinnen,1 hour 33 minutes,"June 20, 1996 ",,,Peter Weck,John Salvati|Peter Weck|John Salvati|Peter Weck|John Salvati|Peter Weck|John Salvati|Peter Weck|John Salvati|Peter Weck|John Salvati|Peter Weck,,Christiane Hörbiger|Jennifer Nitsch|Lena Stolze|Christiane Hörbiger|Jennifer Nitsch|Lena Stolze|Christiane Hörbiger|Jennifer Nitsch|Lena Stolze|Christiane Hörbiger|Jennifer Nitsch|Lena Stolze
"Convent, The (Convento, O) (1995)",https://www.imdb.com/title/tt0217331/?ref_=fn_al_tt_1,2023-03-13 17:03:58.955991,2023-03-14 05:41:08.551160,The Convent,1 hour 19 minutes,"July 10, 2000 ",,Comedy|Fantasy|Horror,Mike Mendez,Chaton Anderson|Chaton Anderson|Chaton Anderson,,Joanna Canton|Richard Trapp|Dax Miller|Joanna Canton|Richard Trapp|Dax Miller|Joanna Canton|Richard Trapp|Dax Miller|Joanna Canton|Richard Trapp|Dax Miller
Stonewall (1995),https://www.imdb.com/title/tt0114550/?ref_=fn_al_tt_1,2023-03-13 17:04:01.105668,2023-03-14 05:41:17.412823,Stonewall,1 hour 39 minutes,"September 3, 1996 ",,Comedy|Drama|Romance,Nigel Finch,Rikki Beadle Blair|Martin Duberman|Rikki Beadle Blair|Martin Duberman|Rikki Beadle Blair|Martin Duberman|Rikki Beadle Blair|Martin Duberman|Rikki Beadle Blair|Martin Duberman|Rikki Beadle Blair|Martin Duberman,,Guillermo Diaz|Frederick Weller|Brendan Corbalis|Guillermo Diaz|Frederick Weller|Brendan Corbalis|Guillermo Diaz|Frederick Weller|Brendan Corbalis|Guillermo Diaz|Frederick Weller|Brendan Corbalis
Phat Beach (1996),https://www.imdb.com/title/tt0117332/?ref_=fn_al_tt_1,2023-03-13 17:04:03.255087,2023-03-14 05:41:26.174281,Phat Beach,1 hour 29 minutes,"August 2, 1996 ",,Comedy,Doug Ellin,Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin|Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin|Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin|Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin|Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin|Cleveland O'Neal III|Brian E. O'Neal|Doug Ellin,,Jermaine Hopkins|Brian Hooks|Claudia Kaleem|Jermaine Hopkins|Brian Hooks|Claudia Kaleem|Jermaine Hopkins|Brian Hooks|Claudia Kaleem|Jermaine Hopkins|Brian Hooks|Claudia Kaleem
Eyes Without a Face (1959),https://www.imdb.com/title/tt0053459/?ref_=fn_al_tt_1,2023-03-13 17:04:06.300311,2023-03-14 05:41:34.706414,Eyes Without a Face,1 hour 30 minutes,"October 24, 1962 ",,Drama|Horror,Georges Franju,Jean Redon|Pierre Boileau|Thomas Narcejac|Jean Redon|Pierre Boileau|Thomas Narcejac|Jean Redon|Pierre Boileau|Thomas Narcejac|Jean Redon|Pierre Boileau|Thomas Narcejac|Jean Redon|Pierre Boileau|Thomas Narcejac|Jean Redon|Pierre Boileau|Thomas Narcejac,,Pierre Brasseur|Alida Valli|Juliette Mayniel|Pierre Brasseur|Alida Valli|Juliette Mayniel|Pierre Brasseur|Alida Valli|Juliette Mayniel|Pierre Brasseur|Alida Valli|Juliette Mayniel
Tales from the Crypt Presents: Bordello of Blood (1996),https://www.imdb.com/title/tt0117826/?ref_=fn_al_tt_1,2023-03-13 17:04:08.538386,2023-03-14 05:41:43.596400,Bordello of Blood,1 hour 27 minutes,"August 16, 1996 ",,Comedy|Fantasy|Horror,Gilbert Adler,William M. Gaines|Bob Gale|Robert Zemeckis|William M. Gaines|Bob Gale|Robert Zemeckis|William M. Gaines|Bob Gale|Robert Zemeckis|William M. Gaines|Bob Gale|Robert Zemeckis|William M. Gaines|Bob Gale|Robert Zemeckis|William M. Gaines|Bob Gale|Robert Zemeckis,,Dennis Miller|Erika Eleniak|Angie Everhart|Dennis Miller|Erika Eleniak|Angie Everhart|Dennis Miller|Erika Eleniak|Angie Everhart|Dennis Miller|Erika Eleniak|Angie Everhart
Lotto Land (1995),https://www.imdb.com/title/tt0113695/?ref_=fn_al_tt_1,2023-03-13 17:04:10.719611,2023-03-14 05:41:51.593292,Lotto Land,1 hour 27 minutes,"April 19, 1996 ",,Drama,John Rubino,John Rubino|John Rubino|John Rubino,,Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez|Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez|Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez|Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez
