id,genres,name,release_time,directors,writers,starts
2449,Adventure|Children's,"Garbage Pail Kids Movie, The (1987)","April 7, 1988 ",Rod Amateau,Linda Palmer|Rod Amateau|John Pound|Linda Palmer|Rod Amateau|John Pound|Linda Palmer|Rod Amateau|John Pound|Linda Palmer|Rod Amateau|John Pound|Linda Palmer|Rod Amateau|John Pound|Linda Palmer|Rod Amateau|John Pound,Anthony Newley|Mackenzie Astin|Phil Fondacaro|Anthony Newley|Mackenzie Astin|Phil Fondacaro|Anthony Newley|Mackenzie Astin|Phil Fondacaro|Anthony Newley|Mackenzie Astin|Phil Fondacaro
2450,Adventure|Children's|Sci-Fi,Howard the Duck (1986),1 August 1986 (USA),Willard Huyck,Steve Gerber|Willard Huyck,Lea Thompson|Jeffrey Jones|Tim Robbins
2451,Horror,"Gate, The (1987)",15 May 1987 (Canada),Tibor Takács,Michael Nankin,Stephen Dorff|Christa Denton|Louis Tripp
2452,Horror,"Gate II: Trespassers, The (1990)","February 28, 1992 ",Tibor Takács,Michael Nankin|Michael Nankin|Michael Nankin,Louis Tripp|Simon Reynolds|James Villemaire|Louis Tripp|Simon Reynolds|James Villemaire|Louis Tripp|Simon Reynolds|James Villemaire|Louis Tripp|Simon Reynolds|James Villemaire
2453,Drama|Fantasy,"Boy Who Could Fly, The (1986)",15 August 1986 (USA),Nick Castle,Nick Castle,Lucy Deakins|Jay Underwood|Bonnie Bedelia
2454,Horror|Sci-Fi,"Fly, The (1958)",16 July 1958 (USA),Kurt Neumann,James Clavell,David Hedison|Patricia Owens|Vincent Price
2455,Horror|Sci-Fi,"Fly, The (1986)",15 August 1986 (USA),David Cronenberg,George Langelaan|Charles Edward Pogue,Jeff Goldblum|Geena Davis|John Getz
2456,Horror|Sci-Fi,"Fly II, The (1989)",10 February 1989 (USA),Chris Walas,Mick Garris|Jim Wheat,Eric Stoltz|Daphne Zuniga|Lee Richardson
2457,Action|Comedy,Running Scared (1986),27 June 1986 (USA),Peter Hyams,Gary DeVore|Gary DeVore,Gregory Hines|Billy Crystal|Steven Bauer
2458,Comedy|Crime,Armed and Dangerous (1986),15 August 1986 (USA),Mark L. Lester,Brian Grazer|Harold Ramis,John Candy|Meg Ryan|Eugene Levy
2459,Horror,"Texas Chainsaw Massacre, The (1974)","February 18, 2022 ",David Blue Garcia,Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues|Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues|Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues|Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues|Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues|Chris Thomas Devlin|Fede Alvarez|Rodo Sayagues,Sarah Yarkin|Elsie Fisher|Mark Burnham|Sarah Yarkin|Elsie Fisher|Mark Burnham|Sarah Yarkin|Elsie Fisher|Mark Burnham|Sarah Yarkin|Elsie Fisher|Mark Burnham
2460,Horror,"Texas Chainsaw Massacre 2, The (1986)",22 August 1986 (USA),Tobe Hooper,L.M. Kit Carson,Dennis Hopper|Caroline Williams|Jim Siedow
2461,Horror,Leatherface: Texas Chainsaw Massacre III (1990),"January 12, 1990 ",Jeff Burr,Kim Henkel|Tobe Hooper|David J. Schow|Kim Henkel|Tobe Hooper|David J. Schow|Kim Henkel|Tobe Hooper|David J. Schow|Kim Henkel|Tobe Hooper|David J. Schow|Kim Henkel|Tobe Hooper|David J. Schow|Kim Henkel|Tobe Hooper|David J. Schow,Kate Hodge|Ken Foree|R.A. Mihailoff|Kate Hodge|Ken Foree|R.A. Mihailoff|Kate Hodge|Ken Foree|R.A. Mihailoff|Kate Hodge|Ken Foree|R.A. Mihailoff
2462,Horror,"Return of the Texas Chainsaw Massacre, The (1994)","October 21, 1995 ",Kim Henkel,Kim Henkel|Tobe Hooper|Kim Henkel|Tobe Hooper|Kim Henkel|Tobe Hooper|Kim Henkel|Tobe Hooper|Kim Henkel|Tobe Hooper|Kim Henkel|Tobe Hooper,Renée Zellweger|Matthew McConaughey|Robert Jacks|Renée Zellweger|Matthew McConaughey|Robert Jacks|Renée Zellweger|Matthew McConaughey|Robert Jacks|Renée Zellweger|Matthew McConaughey|Robert Jacks
2463,Comedy,Ruthless People (1986),27 June 1986 (USA),Jim Abrahams|David Zucker|1 more credit,Dale Launer|O. Henry,Bette Midler|Danny DeVito|Judge Reinhold
2464,Horror,Trick or Treat (1986),"October 24, 1986 ",Charles Martin Smith,Rhet Topham|Michael S. Murphey|Joel Soisson|Rhet Topham|Michael S. Murphey|Joel Soisson|Rhet Topham|Michael S. Murphey|Joel Soisson|Rhet Topham|Michael S. Murphey|Joel Soisson|Rhet Topham|Michael S. Murphey|Joel Soisson|Rhet Topham|Michael S. Murphey|Joel Soisson,Marc Price|Tony Fields|Lisa Orgolini|Marc Price|Tony Fields|Lisa Orgolini|Marc Price|Tony Fields|Lisa Orgolini|Marc Price|Tony Fields|Lisa Orgolini
2465,Horror,Deadly Friend (1986),10 October 1986 (USA),Wes Craven,Diana Henstell,Matthew Labyorteaux|Kristy Swanson|Michael Sharrett
2466,Drama,Belizaire the Cajun (1986),"June 13, 1986 ",Glen Pitre,Glen Pitre|Glen Pitre|Glen Pitre,Armand Assante|Gail Youngs|Michael Schoeffling|Armand Assante|Gail Youngs|Michael Schoeffling|Armand Assante|Gail Youngs|Michael Schoeffling|Armand Assante|Gail Youngs|Michael Schoeffling
2467,Mystery,"Name of the Rose, The (1986)","September 24, 1986 ",Jean-Jacques Annaud,Umberto Eco|Andrew Birkin|Gérard Brach|Umberto Eco|Andrew Birkin|Gérard Brach|Umberto Eco|Andrew Birkin|Gérard Brach|Umberto Eco|Andrew Birkin|Gérard Brach|Umberto Eco|Andrew Birkin|Gérard Brach|Umberto Eco|Andrew Birkin|Gérard Brach,Sean Connery|Christian Slater|Helmut Qualtinger|Sean Connery|Christian Slater|Helmut Qualtinger|Sean Connery|Christian Slater|Helmut Qualtinger|Sean Connery|Christian Slater|Helmut Qualtinger
2468,Action|Comedy|Romance|Thriller,Jumpin' Jack Flash (1986),10 October 1986 (USA),Penny Marshall,David Franzoni|David Franzoni,Whoopi Goldberg|Stephen Collins|John Wood
2469,Comedy|Romance,Peggy Sue Got Married (1986),10 October 1986 (USA),Francis Ford Coppola,Jerry Leichtling,Kathleen Turner|Nicolas Cage|Barry Miller
2470,Adventure|Comedy,Crocodile Dundee (1986),"September 26, 1986 ",Peter Faiman,Paul Hogan|Ken Shadie|John Cornell|Paul Hogan|Ken Shadie|John Cornell|Paul Hogan|Ken Shadie|John Cornell|Paul Hogan|Ken Shadie|John Cornell|Paul Hogan|Ken Shadie|John Cornell|Paul Hogan|Ken Shadie|John Cornell,Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon
2471,Adventure|Comedy,Crocodile Dundee II (1988),"May 25, 1988 ",John Cornell,Paul Hogan|Brett Hogan|Paul Hogan|Brett Hogan|Paul Hogan|Brett Hogan|Paul Hogan|Brett Hogan|Paul Hogan|Brett Hogan|Paul Hogan|Brett Hogan,Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon|Paul Hogan|Linda Kozlowski|John Meillon
2472,Comedy,Tough Guys (1986),3 October 1986 (USA),Jeff Kanew,James Orr,Burt Lancaster|Kirk Douglas|Charles Durning
2473,Comedy,Soul Man (1986),24 October 1986 (USA),Steve Miner,Carol Black,C. Thomas Howell|Rae Dawn Chong|Arye Gross
2474,Drama,"Color of Money, The (1986)",17 October 1986 (USA),Martin Scorsese,Walter Tevis,Paul Newman|Tom Cruise|Mary Elizabeth Mastrantonio
2475,Action|Mystery|Thriller,52 Pick-Up (1986),7 November 1986 (USA),John Frankenheimer,Elmore Leonard|Elmore Leonard,Roy Scheider|Ann-Margret|Vanity
2476,Action|War,Heartbreak Ridge (1986),5 December 1986 (USA),Clint Eastwood,Dennis Hackin|Joseph Stinson|James Carabatsos,Clint Eastwood|Marsha Mason|Everett McGill
2477,Adventure,Firewalker (1986),21 November 1986 (USA),J. Lee Thompson,Robert Gosnell|Jeffrey M. Rosenbaum,Chuck Norris|Louis Gossett Jr.|Melody Anderson
2478,Comedy|Western,Three Amigos! (1986),"December 12, 1986 ",John Landis,Steve Martin|Lorne Michaels|Randy Newman|Steve Martin|Lorne Michaels|Randy Newman|Steve Martin|Lorne Michaels|Randy Newman|Steve Martin|Lorne Michaels|Randy Newman|Steve Martin|Lorne Michaels|Randy Newman|Steve Martin|Lorne Michaels|Randy Newman,Steve Martin|Chevy Chase|Martin Short|Steve Martin|Chevy Chase|Martin Short|Steve Martin|Chevy Chase|Martin Short|Steve Martin|Chevy Chase|Martin Short
2479,Drama|Thriller,Gloria (1999),"January 22, 1999 ",Sidney Lumet,John Cassavetes|Steve Antin|John Cassavetes|Steve Antin|John Cassavetes|Steve Antin|John Cassavetes|Steve Antin|John Cassavetes|Steve Antin|John Cassavetes|Steve Antin,Sharon Stone|Jean-Luke Figueroa|Jeremy Northam|Sharon Stone|Jean-Luke Figueroa|Jeremy Northam|Sharon Stone|Jean-Luke Figueroa|Jeremy Northam|Sharon Stone|Jean-Luke Figueroa|Jeremy Northam
2480,Drama,Dry Cleaning (Nettoyage à sec) (1997),"January 29, 1999 ",Anne Fontaine,Anne Fontaine|Gilles Taurand|Anne Fontaine|Gilles Taurand|Anne Fontaine|Gilles Taurand|Anne Fontaine|Gilles Taurand|Anne Fontaine|Gilles Taurand|Anne Fontaine|Gilles Taurand,Miou-Miou|Charles Berling|Stanislas Merhar|Miou-Miou|Charles Berling|Stanislas Merhar|Miou-Miou|Charles Berling|Stanislas Merhar|Miou-Miou|Charles Berling|Stanislas Merhar
2481,Drama|Romance,My Name Is Joe (1998),14 October 1998 (France),Ken Loach,Paul Laverty,Peter Mullan|Louise Goodall|Gary Lewis
2482,Comedy|Romance,Still Crazy (1998),30 October 1998 (UK),Brian Gibson,Dick Clement,Stephen Rea|Billy Connolly|Jimmy Nail
2483,Comedy|Horror|Thriller,"Day of the Beast, The (El Día de la bestia) (1995)","December 23, 1998 ",Álex de la Iglesia,Jorge Guerricaechevarría|Álex de la Iglesia|Jorge Guerricaechevarría|Álex de la Iglesia|Jorge Guerricaechevarría|Álex de la Iglesia|Jorge Guerricaechevarría|Álex de la Iglesia|Jorge Guerricaechevarría|Álex de la Iglesia|Jorge Guerricaechevarría|Álex de la Iglesia,Álex Angulo|Armando De Razza|Santiago Segura|Álex Angulo|Armando De Razza|Santiago Segura|Álex Angulo|Armando De Razza|Santiago Segura|Álex Angulo|Armando De Razza|Santiago Segura
2484,Comedy,Tinseltown (1998),"January 4, 2022 ",,,Matt Berry|Doon Mackichan|Fred Armisen|Matt Berry|Doon Mackichan|Fred Armisen|Matt Berry|Doon Mackichan|Fred Armisen|Matt Berry|Doon Mackichan|Fred Armisen
2485,Comedy|Romance,She's All That (1999),29 January 1999 (USA),Robert Iscove,R. Lee Fleming Jr.,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard
2486,Drama,24-hour Woman (1998),"January 29, 1999 ",Nancy Savoca,Nancy Savoca|Richard Guay|Nancy Savoca|Richard Guay|Nancy Savoca|Richard Guay|Nancy Savoca|Richard Guay|Nancy Savoca|Richard Guay|Nancy Savoca|Richard Guay,Rosie Perez|Marianne Jean-Baptiste|Patti LuPone|Rosie Perez|Marianne Jean-Baptiste|Patti LuPone|Rosie Perez|Marianne Jean-Baptiste|Patti LuPone|Rosie Perez|Marianne Jean-Baptiste|Patti LuPone
2487,Action|Comedy,"Blood, Guts, Bullets and Octane (1998)","October 16, 1998 ",Joe Carnahan,Joe Carnahan|Joe Carnahan|Joe Carnahan,Mike Maas|Nick Fenske|Mark Priolo|Mike Maas|Nick Fenske|Mark Priolo|Mike Maas|Nick Fenske|Mark Priolo|Mike Maas|Nick Fenske|Mark Priolo
2488,Drama|Horror|Thriller,Peeping Tom (1960),16 May 1960 (UK),Michael Powell,Leo Marks,Karlheinz Böhm|Anna Massey|Moira Shearer
2489,Drama,Spanish Fly (1998),"June 30, 1999 ",Daphna Kastner,Rae Allen|Juan Irigoyen|Daphna Kastner|Rae Allen|Juan Irigoyen|Daphna Kastner|Rae Allen|Juan Irigoyen|Daphna Kastner|Rae Allen|Juan Irigoyen|Daphna Kastner|Rae Allen|Juan Irigoyen|Daphna Kastner|Rae Allen|Juan Irigoyen|Daphna Kastner,Felipe García Vélez|Daphna Kastner|Toni Cantó|Felipe García Vélez|Daphna Kastner|Toni Cantó|Felipe García Vélez|Daphna Kastner|Toni Cantó|Felipe García Vélez|Daphna Kastner|Toni Cantó
2490,Action|Thriller,Payback (1999),5 February 1999 (USA),Brian Helgeland,Donald E. Westlake|Brian Helgeland,Mel Gibson|Gregg Henry|Maria Bello
2491,Comedy|Romance,Simply Irresistible (1999),5 February 1999 (USA),Mark Tarlov,Judith Roberts,Sarah Michelle Gellar|Sean Patrick Flanery|Patricia Clarkson
2492,Comedy,20 Dates (1998),26 February 1999 (USA),Myles Berkowitz,Myles Berkowitz,Myles Berkowitz|Elisabeth Wagner|Richard Arlook
2493,Drama,"Harmonists, The (1997)","December 25, 1997 ",Joseph Vilsmaier,Jürgen Büscher|Jürgen Egger|Klaus Richter|Jürgen Büscher|Jürgen Egger|Klaus Richter|Jürgen Büscher|Jürgen Egger|Klaus Richter|Jürgen Büscher|Jürgen Egger|Klaus Richter|Jürgen Büscher|Jürgen Egger|Klaus Richter|Jürgen Büscher|Jürgen Egger|Klaus Richter,Ben Becker|Heino Ferch|Ulrich Noethen|Ben Becker|Heino Ferch|Ulrich Noethen|Ben Becker|Heino Ferch|Ulrich Noethen|Ben Becker|Heino Ferch|Ulrich Noethen
2494,Documentary,"Last Days, The (1998)",15 July 1999 (Australia),James Moll,Bill Basch|Martin Basch|Randolph Braham,Bill Basch|Randolph Braham|Martin Basch
2495,Animation|Sci-Fi,"Fantastic Planet, The (La Planète sauvage) (1973)","December 1, 1973 ",René Laloux,Stefan Wul|Roland Topor|René Laloux|Stefan Wul|Roland Topor|René Laloux|Stefan Wul|Roland Topor|René Laloux|Stefan Wul|Roland Topor|René Laloux|Stefan Wul|Roland Topor|René Laloux|Stefan Wul|Roland Topor|René Laloux,Barry Bostwick|Jennifer Drake|Eric Baugin|Barry Bostwick|Jennifer Drake|Eric Baugin|Barry Bostwick|Jennifer Drake|Eric Baugin|Barry Bostwick|Jennifer Drake|Eric Baugin
2496,Comedy|Romance,Blast from the Past (1999),12 February 1999 (USA),Hugh Wilson,Bill Kelly|Bill Kelly,Brendan Fraser|Alicia Silverstone|Christopher Walken
2497,Romance,Message in a Bottle (1999),12 February 1999 (USA),Luis Mandoki,Nicholas Sparks,Kevin Costner|Robin Wright|Paul Newman
2498,Comedy|Sci-Fi,My Favorite Martian (1999),12 February 1999 (USA),Donald Petrie,John L. Greene|Sherri Stoner,Christopher Lloyd|Jeff Daniels|Elizabeth Hurley
2499,Comedy,God Said 'Ha!' (1998),"March 14, 1998 ",Julia Sweeney,Julia Sweeney|Julia Sweeney|Julia Sweeney,Julia Sweeney|Quentin Tarantino|Julia Sweeney|Quentin Tarantino|Julia Sweeney|Quentin Tarantino|Julia Sweeney|Quentin Tarantino
2500,Comedy,Jawbreaker (1999),19 February 1999 (USA),Darren Stein,Darren Stein,Rose McGowan|Rebecca Gayheart|Julie Benz
2501,Drama,October Sky (1999),19 February 1999 (USA),Joe Johnston,Homer H. Hickam Jr.,Jake Gyllenhaal|Chris Cooper|Laura Dern
2502,Comedy|Romance,Office Space (1999),19 February 1999 (USA),Mike Judge,Mike Judge,Ron Livingston|Jennifer Aniston|David Herman
2503,Drama,"Apple, The (Sib) (1998)",,,,
2504,Comedy|Drama,200 Cigarettes (1999),26 February 1999 (USA),Risa Bramon Garcia,Shana Larsen,Ben Affleck|Casey Affleck|Dave Chappelle
2505,Thriller,8MM (1999),26 February 1999 (USA),Joel Schumacher,Andrew Kevin Walker,Nicolas Cage|Joaquin Phoenix|James Gandolfini
2506,Comedy|Drama|Romance,"Other Sister, The (1999)",26 February 1999 (USA),Garry Marshall,Alexandra Rose|Blair Richwood,Juliette Lewis|Diane Keaton|Giovanni Ribisi
2507,Comedy,Breakfast of Champions (1999),"September 17, 1999 ",Alan Rudolph,Kurt Vonnegut Jr.|Alan Rudolph|Kurt Vonnegut Jr.|Alan Rudolph|Kurt Vonnegut Jr.|Alan Rudolph|Kurt Vonnegut Jr.|Alan Rudolph|Kurt Vonnegut Jr.|Alan Rudolph|Kurt Vonnegut Jr.|Alan Rudolph,Bruce Willis|Nick Nolte|Albert Finney|Bruce Willis|Nick Nolte|Albert Finney|Bruce Willis|Nick Nolte|Albert Finney|Bruce Willis|Nick Nolte|Albert Finney
2508,Drama,"Breaks, The (1999)","February 26, 1999 ",Eric Meza,Mitch Mullany|Jeff Stolzer|Mitch Mullany|Jeff Stolzer|Mitch Mullany|Jeff Stolzer|Mitch Mullany|Jeff Stolzer|Mitch Mullany|Jeff Stolzer|Mitch Mullany|Jeff Stolzer,Anthony Anderson|Isaiah Barnes|Max Becker|Anthony Anderson|Isaiah Barnes|Max Becker|Anthony Anderson|Isaiah Barnes|Max Becker|Anthony Anderson|Isaiah Barnes|Max Becker
2509,Comedy,Eight Days a Week (1997),"February 26, 1999 ",Michael Davis,Michael Davis|Michael Davis|Michael Davis,Joshua Schaefer|Keri Russell|R.D. Robb|Joshua Schaefer|Keri Russell|R.D. Robb|Joshua Schaefer|Keri Russell|R.D. Robb|Joshua Schaefer|Keri Russell|R.D. Robb
2510,Comedy|Romance,Just the Ticket (1999),"February 26, 1999 ",Richard Wenk,Richard Wenk|Richard Wenk|Richard Wenk,Andy Garcia|Andie MacDowell|Richard Bradford|Andy Garcia|Andie MacDowell|Richard Bradford|Andy Garcia|Andie MacDowell|Richard Bradford|Andy Garcia|Andie MacDowell|Richard Bradford
2511,Crime,"Long Goodbye, The (1973)",8 March 1973 (USA),Robert Altman,Leigh Brackett,Elliott Gould|Nina van Pallandt|Sterling Hayden
2512,Drama,"Ballad of Narayama, The (Narayama Bushiko) (1982)","April 29, 1983 ",Shôhei Imamura,Shôhei Imamura|Shichirô Fukazawa|Shôhei Imamura|Shichirô Fukazawa|Shôhei Imamura|Shichirô Fukazawa|Shôhei Imamura|Shichirô Fukazawa|Shôhei Imamura|Shichirô Fukazawa|Shôhei Imamura|Shichirô Fukazawa,Ken Ogata|Sumiko Sakamoto|Tonpei Hidari|Ken Ogata|Sumiko Sakamoto|Tonpei Hidari|Ken Ogata|Sumiko Sakamoto|Tonpei Hidari|Ken Ogata|Sumiko Sakamoto|Tonpei Hidari
2513,Horror,Pet Sematary (1989),21 April 1989 (USA),Mary Lambert,Stephen King,Dale Midkiff|Denise Crosby|Fred Gwynne
2514,Horror,Pet Sematary II (1992),28 August 1992 (USA),Mary Lambert,Richard Outten,Edward Furlong|Anthony Edwards|Clancy Brown
2515,Horror,Children of the Corn II: The Final Sacrifice (1993),"January 29, 1993 ",David Price,A L Katz|Gilbert Adler|Stephen King|A L Katz|Gilbert Adler|Stephen King|A L Katz|Gilbert Adler|Stephen King|A L Katz|Gilbert Adler|Stephen King|A L Katz|Gilbert Adler|Stephen King|A L Katz|Gilbert Adler|Stephen King,Terence Knox|Paul Scherrer|Ryan Bollman|Terence Knox|Paul Scherrer|Ryan Bollman|Terence Knox|Paul Scherrer|Ryan Bollman|Terence Knox|Paul Scherrer|Ryan Bollman
2516,Horror,Children of the Corn III (1994),,,,
2517,Horror,Christine (1983),9 December 1983 (USA),John Carpenter,Stephen King,Keith Gordon|John Stockwell|Alexandra Paul
2518,Comedy,Night Shift (1982),30 July 1982 (USA),Ron Howard,Lowell Ganz,Henry Winkler|Michael Keaton|Shelley Long
2519,Horror,House on Haunted Hill (1958),"October 29, 1999 ",William Malone,Robb White|Dick Beebe|Robb White|Dick Beebe|Robb White|Dick Beebe|Robb White|Dick Beebe|Robb White|Dick Beebe|Robb White|Dick Beebe,Geoffrey Rush|Famke Janssen|Taye Diggs|Geoffrey Rush|Famke Janssen|Taye Diggs|Geoffrey Rush|Famke Janssen|Taye Diggs|Geoffrey Rush|Famke Janssen|Taye Diggs
2520,Drama,Airport (1970),25 March 1970 (West Germany),George Seaton|Henry Hathaway,Arthur Hailey,Burt Lancaster|Dean Martin|George Kennedy
2521,Drama,Airport 1975 (1974),18 October 1974 (USA),Jack Smight,Arthur Hailey,Charlton Heston|Karen Black|George Kennedy
2522,Drama,Airport '77 (1977),11 March 1977 (USA),Jerry Jameson,Arthur Hailey|Michael Scheff,Jack Lemmon|Lee Grant|Joseph Cotten
2523,Drama|Thriller,Rollercoaster (1977),17 June 1977 (USA),James Goldstone,Sanford Sheldon|Richard Levinson,George Segal|Timothy Bottoms|Richard Widmark
2524,Action|Drama,"Towering Inferno, The (1974)",1 June 1990 (China),John Guillermin,Richard Martin Stern|Thomas N. Scortia,Paul Newman|Steve McQueen|William Holden
2525,Action|Horror|Sci-Fi,Alligator (1980),14 November 1980 (USA),Lewis Teague,John Sayles|John Sayles,Robert Forster|Robin Riker|Michael V. Gazzo
2526,Sci-Fi,Meteor (1979),19 October 1979 (USA),Ronald Neame,Stanley Mann|Edmund H. North,Sean Connery|Natalie Wood|Karl Malden
2527,Action|Sci-Fi|Thriller|Western,Westworld (1973),15 August 1973 (USA),Michael Crichton,Michael Crichton,Yul Brynner|Richard Benjamin|James Brolin
2528,Action|Adventure|Sci-Fi,Logan's Run (1976),23 June 1976 (USA),Michael Anderson,David Zelag Goodman|William F. Nolan,Michael York|Jenny Agutter|Richard Jordan
2529,Action|Sci-Fi,Planet of the Apes (1968),3 April 1968 (USA),Franklin J. Schaffner,Michael Wilson|Rod Serling,Charlton Heston|Roddy McDowall|Kim Hunter
2530,Action|Sci-Fi,Beneath the Planet of the Apes (1970),26 May 1970 (USA),Ted Post,Paul Dehn|Mort Abrahams,James Franciscus|Kim Hunter|Maurice Evans
2531,Action|Sci-Fi,Battle for the Planet of the Apes (1973),15 June 1973 (USA),J. Lee Thompson,Pierre Boulle|Paul Dehn,Roddy McDowall|Claude Akins|Natalie Trundy
2532,Action|Sci-Fi,Conquest of the Planet of the Apes (1972),30 June 1972 (USA),J. Lee Thompson,Paul Dehn,Roddy McDowall|Don Murray|Ricardo Montalban
2533,Action|Sci-Fi,Escape from the Planet of the Apes (1971),9 July 1971 (UK),Don Taylor,Paul Dehn,Roddy McDowall|Kim Hunter|Bradford Dillman
2534,Action,Avalanche (1978),29 September 1978 (USA),Corey Allen,Corey Allen|Frances Doel,Rock Hudson|Mia Farrow|Robert Forster
2535,Action,Earthquake (1974),15 November 1974 (USA),Mark Robson,George Fox,Charlton Heston|Ava Gardner|George Kennedy
2536,Drama,"Concorde: Airport '79, The (1979)","August 17, 1979 ",David Lowell Rich,Arthur Hailey|Jennings Lang|Eric Roth|Arthur Hailey|Jennings Lang|Eric Roth|Arthur Hailey|Jennings Lang|Eric Roth|Arthur Hailey|Jennings Lang|Eric Roth|Arthur Hailey|Jennings Lang|Eric Roth|Arthur Hailey|Jennings Lang|Eric Roth,Alain Delon|Susan Blakely|Robert Wagner|Alain Delon|Susan Blakely|Robert Wagner|Alain Delon|Susan Blakely|Robert Wagner|Alain Delon|Susan Blakely|Robert Wagner
2537,Adventure,Beyond the Poseidon Adventure (1979),18 May 1979 (USA),Irwin Allen,Paul Gallico,Michael Caine|Sally Field|Telly Savalas
2538,Documentary,Dancemaker (1998),1998 (USA),Matthew Diamond,Andrew Asnes|Rachel Berman Benz|Patrick Corbin,Rachel Berman Benz|Andrew Asnes|Patrick Corbin
2539,Comedy,Analyze This (1999),5 March 1999 (USA),Harold Ramis,Kenneth Lonergan|Peter Tolan,Robert De Niro|Billy Crystal|Lisa Kudrow
2540,Action|Crime|Drama|Thriller,"Corruptor, The (1999)",12 March 1999 (USA),James Foley,Robert Pucci,Yun-Fat Chow|Mark Wahlberg|Ric Young
2541,Drama,Cruel Intentions (1999),5 March 1999 (USA),Roger Kumble,Choderlos de Laclos,Sarah Michelle Gellar|Ryan Phillippe|Reese Witherspoon
2542,Comedy|Crime|Thriller,"Lock, Stock & Two Smoking Barrels (1998)","August 28, 1998 ",Guy Ritchie,Guy Ritchie|Guy Ritchie|Guy Ritchie,Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Flemyng|Dexter Fletcher|Nick Moran
